course_url,course_name,course_title,department,college,modal_aim,all_existing_outcomes,suggested_Spiritually_Strengthening_1,suggested_Spiritually_Strengthening_2,suggested_Spiritually_Strengthening_3,suggested_Intellectually_Enlarging_1,suggested_Intellectually_Enlarging_2,suggested_Intellectually_Enlarging_3,suggested_Character_Building_1,suggested_Character_Building_2,suggested_Character_Building_3,suggested_Lifelong_Learning_and_Service_1,suggested_Lifelong_Learning_and_Service_2,suggested_Lifelong_Learning_and_Service_3
https://catalog.byu.edu/courses/11375-000,EUROP 200,Introduction to European Studies,International and Area Studies,Kennedy Center for International Studies,Intellectually Enlarging,"Information Literacy: Foundations & Frameworks Students will demonstrate advanced factual knowledge of European geographies, histories, politics, and cultures, and show proficiency in analyzing and interpreting specific European topics using major theories and concepts from the core European Studies disciplines (history, political science, and the humanities).
---
Global Citizenship Students will acquire and refine an intellectual curiosity and habits of thought that will lead to life-long learning and continued engagement with European history, literature, culture, languages, and current affairs in various realms (personal, professional, church, civic).
---
Cultural Navigation: International Perspectives and Experiences Students will acquire advanced international and intercultural competencies through coursework in international studies, habitual reading of European and global news, regular attendance at Kennedy Center lectures, as well as mentored learning experiences, including study abroad, internship, etc.
---
Professional Skills & Competencies Students will cultivate advanced skills in critical reading, thinking, and communication in a variety of disciplinary traditions (history, humanities, political science, etc.). They will also demonstrate a proficiency in communicating in a European language other than English.","Articulate connections between European historical events and religious developments, demonstrating an understanding of how spiritual beliefs have shaped European societies and cultures.","Reflectively integrate gospel principles with analyses of current European issues, demonstrating the ability to frame and discuss complex international questions from a faithful perspective.","Identify and discuss examples from European literature and philosophy that resonate with or illuminate principles of the restored gospel, thereby strengthening personal religious understanding and testimony.",,,,Demonstrate ethical reasoning by analyzing historical and contemporary European issues to articulate informed positions grounded in integrity and honesty.,"Exhibit personal responsibility and self-discipline by engaging respectfully and constructively with diverse European perspectives, cultures, and viewpoints in class discussions and assignments.",Develop and apply compassion and moral courage through reflective writing assignments or projects that address ethical dilemmas and social justice issues within European contexts.,Students will design a personal lifelong learning plan detailing specific strategies and resources for continued engagement with European studies beyond formal education.,Students will identify and analyze contemporary European societal challenges and propose actionable solutions that apply their knowledge and skills in service-oriented contexts.,"Students will actively participate in a community or campus-based service project that utilizes their understanding of European cultures, histories, or languages to benefit others and promote intercultural understanding."
https://catalog.byu.edu/courses/12495-000,POLI 331,Politics and Public Policy,Political Science,"College of Family, Home, and Social Sciences",Intellectually Enlarging,"Politics, International Relations, and Political Philosophy Demonstrate a familiarity with each of the four major subfields of political science: American politics, comparative politics, international relations, and political philosophy.
---
Political Process, Theory, and Thought Possess a factual and theoretical knowledge of countries, political processes, political theories, and political thought.
---
Effective Research and Analysis Use appropriate methods of analysis and research, including qualitative and quantitative methods, historical comparison, and textual interpretation to answer political questions.
---
Effective Oral Communication Communicate effectively by presenting ideas in a high quality oral presentation.
---
Critical Thinking and Analysis Think critically, analytically, and synthetically.
---
Effective and Professional Writing Write professional grade research papers on political science questions.",Articulate how personal faith and gospel principles can inform and guide ethical decision-making in public policy contexts.,"Analyze contemporary political issues by integrating gospel teachings and spiritual insights, demonstrating the ability to frame policy questions from a faithful perspective.",Reflect in writing on how studying politics and public policy has influenced personal testimony and commitment to principles of the restored gospel of Jesus Christ.,,,,"Evaluate public policies and political decisions through the lens of ethical reasoning, demonstrating integrity and honesty in analysis and critique.","Demonstrate respect, compassion, and understanding by thoughtfully engaging with diverse perspectives and experiences in political discussions and analyses.","Articulate and defend positions on political issues with courage, civility, and responsibility, reflecting a commitment to moral virtues and Christlike attributes.",Articulate specific ways to apply political science knowledge and skills to actively engage in community service or public policy advocacy beyond formal education.,Develop a personalized strategy for ongoing self-directed learning in political science to stay informed and responsive to evolving societal challenges.,"Demonstrate the ability to analyze and propose solutions to real-world public policy issues, emphasizing ethical implications and community benefit over self-interest."
https://catalog.byu.edu/courses/11321-000,MUSIC 369C,String Pedagogy: Cello,Music,College of Fine Arts and Communications,Intellectually Enlarging,"Cello Pedagogy Students will learn to teach all levels of playing by studying principles of movement and different schools of cello playing and methods.
---
Studio Teaching Students will learn the music business side of running a private studio.","Articulate connections between gospel principles and cello pedagogy, demonstrating how teaching music can foster spiritual growth and testimony.","Develop and implement lesson plans that integrate spiritual insights, encouraging students to approach cello practice and performance as expressions of faith and worship.","Reflect in writing on personal experiences with cello teaching, identifying and sharing ways these experiences have strengthened religious understanding and commitment.",,,,"Demonstrate integrity and ethical responsibility by consistently modeling honesty, punctuality, and professionalism in teaching and studio management practices.","Exhibit compassion and respect by effectively adapting teaching approaches to meet diverse student needs, backgrounds, and learning challenges.",Develop self-discipline and personal accountability by establishing and maintaining regular reflective practices to evaluate and improve one's own teaching methods and personal musicianship.,"Develop a personalized plan for ongoing professional growth as a cello educator, including strategies for continuous self-assessment and improvement beyond formal education.","Design and implement a community outreach or service project utilizing cello pedagogy skills to enrich local schools, community centers, or church music programs.",Demonstrate the ability to mentor and encourage students in developing their own lifelong passion for music learning and community service through cello performance and teaching.
https://catalog.byu.edu/courses/01741-003,EC EN 568,Microwave Remote Sensing,Electrical and Computer Engineering,Ira A. Fulton College of Engineering,Intellectually Enlarging,"2. Understand and experience applications of remote sensing.
---
6. Research practical systems.
---
5. Communicate research results.
---
1. Understand design and system performance tradeoffs for microwave sensors.
---
3. Practice applying system performance and tradeoff techniques for the design of radars and satellite telecommunication systems.
---
4. Conduct original research in the application of remote sensing.
---
7. Write an original report about a sensor system.",Articulate connections between principles of microwave remote sensing and gospel teachings about stewardship of Earth's resources and the environment.,Reflectively analyze ethical considerations and spiritual responsibilities associated with designing and utilizing remote sensing technologies.,Demonstrate the ability to frame research questions in microwave remote sensing that integrate faith-based perspectives and contribute to spiritually informed insights.,,,,Demonstrate ethical responsibility by critically evaluating and addressing potential societal impacts and moral implications of microwave remote sensing technologies.,Exhibit personal integrity and accountability through honest reporting of research findings and transparent acknowledgment of limitations and uncertainties in sensor system analyses.,Cultivate compassion and respect by collaboratively engaging with peers to consider diverse perspectives and ethical considerations in remote sensing applications that affect communities and environments.,Demonstrate the ability to independently identify and engage with emerging technologies and methodologies in microwave remote sensing beyond formal coursework.,"Develop and propose microwave remote sensing solutions aimed specifically at addressing societal challenges, such as environmental monitoring, disaster response, or resource management.",Participate in or organize community outreach activities that educate the public on the benefits and societal impacts of microwave remote sensing technologies.
https://catalog.byu.edu/courses/08228-002,SOC 405,Multiple Regression Analysis and Social Science Computing,Sociology,"College of Family, Home, and Social Sciences",Intellectually Enlarging,Learning Outcomes Students will be able to read and understand social scientific journal articles Students will be able to inspect and transform data in preparation for testing a regression model. Students will know the assumptions of regression analysis. Students will be able to test regression models. Students will know how to present their findings both written an orally.,Articulate connections between statistical methods in regression analysis and principles of seeking truth through faith and diligent study.,Reflect through written assignments on how ethical and spiritual considerations influence the interpretation and presentation of social science data.,Develop and share personal insights on how applying regression analysis can enhance understanding of social issues in the context of gospel teachings and values.,,,,"Demonstrate integrity and honesty by accurately reporting data analysis results, transparently acknowledging limitations and assumptions.",Exhibit personal responsibility and self-discipline by consistently adhering to ethical standards and guidelines in handling sensitive social science data.,Cultivate compassion and respect by thoughtfully considering diverse perspectives and social implications when interpreting and communicating regression analysis findings.,Demonstrate the ability to independently identify and apply advanced regression techniques to investigate ongoing social issues within communities.,Develop a detailed action plan using regression analysis findings to address real-world social problems through community or organizational service.,Reflect on and articulate the ethical responsibilities associated with using social science computing skills to inform policies and practices benefiting society.
https://catalog.byu.edu/courses/08192-007,GSCM 431,Global Supply Chain,Marketing and Global Supply Chain,Marriott School of Business,Intellectually Enlarging,"Purchasing in global supply chain and operations This course has not been offered for several years, and has been superceded by an update course on this topic.",Articulate how principles of stewardship and accountability from gospel teachings can inform ethical decision-making in global supply chain management.,"Analyze global supply chain challenges through a gospel-centered perspective, demonstrating the ability to frame complex business dilemmas within spiritual and ethical contexts.","Reflect on personal experiences within global supply chain scenarios to identify and strengthen individual testimony of Christlike attributes such as integrity, fairness, and service.",,,,Demonstrate personal integrity and ethical decision-making by analyzing and resolving moral dilemmas commonly encountered in global supply chain management.,Exhibit compassion and respect for diverse cultures by developing and presenting supply chain strategies that ethically address global labor practices and sustainability concerns.,Apply principles of personal responsibility and self-discipline by creating and adhering to a code of conduct for ethical sourcing and fair trade practices within international supply chains.,"Identify and evaluate ethical considerations in global supply chain practices, demonstrating commitment to ethical decision-making that prioritizes community and societal well-being.","Develop and propose actionable supply chain solutions for real-world humanitarian or community-based challenges, emphasizing service-oriented application of global logistics knowledge.","Create a personalized plan for ongoing professional development in global supply chain management, incorporating strategies for continuous learning and adaptation to serve diverse global communities effectively."
https://catalog.byu.edu/courses/TxV22OfafoeTNFtyUru4,ANES 302,Methods and Sources for the Study of the Greek New Testament,International and Area Studies,Kennedy Center for International Studies,Intellectually Enlarging,"Methodological Competency In this course, students will learn the basic sources, methods, and issues involved in an academic study of the Greek New Testament. These will include an introduction to the authorship, audience, historical setting, literary framing, and content of key New Testament writings; a history and evaluation of disciplinary approaches to these writings; and an overview of critical methodologies that are often used to study New Testament texts. Such introductory topics will help orient students in achieving the broader learning outcomes of their ANES major or minor, including being able to read and interpret New Testament writings within their historical, cultural, and literary contexts in a way that will prepare students for future studies within the discipline.
---
Analytical Thinking and Writing To further help students prepare for future studies within the discipline, students in this course will develop critical thinking and analytical writing skills by producing a series of short assessment papers on the topics they are studying throughout the semester. While not full research papers (which will be expected later in their studies within the major or minor), these assignments will assist students in understanding, evaluating, and forming their own perspectives on the key texts, methodologies, and academic approaches to the study of the New Testament.
---
Spiritual Development In this course, students will learn to navigate the academic study of the New Testament in a faith-informing way that will be spiritually strengthening and help them on their journey of becoming lifelong “disciple-scholars.” This will occur as such faith-informing approaches to the academic material are modelled to them by their instructor, as well as through in-class discussions about ways to integrate disciplinary approaches to biblical texts with constructive perspectives on the nature, role, and scripture within the community of faith.",Articulate how specific critical methodologies for studying the Greek New Testament can deepen personal understanding of and appreciation for the teachings of Jesus Christ and His apostles.,Demonstrate the ability to frame scholarly questions about the Greek New Testament texts in ways that reflect faithful inquiry and a commitment to gospel principles.,Reflectively evaluate how academic insights gained from studying the historical and literary contexts of the Greek New Testament have influenced personal spiritual growth and strengthened individual testimony.,,,,Demonstrate ethical responsibility by accurately representing and respectfully engaging diverse scholarly perspectives when analyzing Greek New Testament texts.,"Apply principles of integrity and intellectual humility by acknowledging limitations, biases, and uncertainties inherent in interpreting ancient scriptural sources.","Exhibit compassion and respect towards differing interpretations of the Greek New Testament through thoughtful listening, charitable dialogue, and constructive peer feedback.","Develop and articulate a personal plan for continued independent study of the Greek New Testament, identifying resources and strategies for lifelong learning beyond the classroom.","Demonstrate the ability to utilize academic insights from Greek New Testament studies to address contemporary community and societal issues, promoting a commitment to ethical service.","Collaboratively design and propose a practical educational or service-oriented project that applies knowledge of New Testament texts and historical contexts to benefit family, church, or broader community settings."
https://catalog.byu.edu/courses/04028-018,MUSIC 337R,Symphony Orchestra,Music,College of Fine Arts and Communications,Intellectually Enlarging,Performance Students will enhance their performance proficiency through large ensemble playing.,Articulate connections between orchestral repertoire and gospel principles through reflective journaling or class discussion.,"Demonstrate the ability to collaboratively approach musical challenges by applying Christlike attributes such as humility, patience, and unity during rehearsals and performances.","Evaluate personal musical growth through the lens of spiritual development, identifying ways participation in orchestral music strengthens individual testimony and religious commitment.",,,,Demonstrate personal responsibility and self-discipline by consistently preparing individual parts and contributing reliably to the collective success of the orchestra.,"Exhibit compassion, respect, and collaborative spirit by actively supporting fellow musicians and constructively responding to feedback during rehearsals and performances.","Display integrity, modesty, and reverence by upholding high ethical standards and respectful behavior during all ensemble activities and public performances.",Demonstrate a commitment to lifelong musical growth by identifying and creating individualized plans for continued musical practice and ensemble participation beyond formal education.,Apply orchestral skills and knowledge through participation in community-based musical service projects or outreach performances designed to enrich the lives of diverse audiences.,"Analyze and articulate ways orchestral participation and collaborative musicianship can strengthen personal commitments and contributions to family, community, church, and society."
https://catalog.byu.edu/courses/10966-001,GEOL 561,Geophysical Field Methods,Geological Sciences,"College of Computational, Mathematical, & Physical Sciences",Intellectually Enlarging,"Learning Outcome 4 Become acquainted with basic data processing and modeling software tools.
---
Learning Outcome 2 Be able to design and supervise a seismic/GPR survey.
---
Learning Outcome 1 Become expert at using an exploration seismograph and ground-penetrating radar (GPR) for subsurface surveying.
---
Learning Outcome 3 Have real-world experiences in mostly outdoor “lab” settings that will mimic a professional environment.
---
Learning Outcome 4 Become acquainted with basic data processing and modeling software tools.
---
Learning Outcome 3 Have real-world experiences in mostly outdoor “lab” settings that will mimic a professional environment.
---
Learning Outcome 1 Become expert at using an exploration seismograph and ground-penetrating radar (GPR) for subsurface surveying.
---
Learning Outcome 2 Be able to design and supervise a seismic/GPR survey.",Articulate how principles of faith and revelation can complement and enhance the interpretation of geophysical data and subsurface exploration.,Demonstrate the ability to frame geophysical research questions in ways that reflect spiritual insights and ethical considerations consistent with gospel teachings.,"Reflect in writing on personal experiences during fieldwork, identifying moments of spiritual growth, increased testimony, or deeper understanding of the Creator's works through geological phenomena.",,,,"Demonstrate integrity and ethical responsibility when collecting, analyzing, and reporting geophysical data.",Exhibit self-discipline and personal accountability by consistently following established safety protocols and best practices in fieldwork settings.,"Actively cultivate teamwork and compassion by respectfully collaborating with peers, providing constructive feedback, and offering assistance during field exercises.",Demonstrate the ability to independently identify and pursue further learning opportunities in geophysical techniques beyond the scope of the course.,Apply geophysical field methods and acquired data to design a service-oriented project addressing a community or environmental challenge.,"Articulate the ethical responsibilities and societal impacts associated with geophysical exploration, emphasizing stewardship and community service."
https://catalog.byu.edu/courses/12745-000,UNIV 217R,Topics in Physical Science,Unknown,Undergraduate Education,Intellectually Enlarging,"Learning Outcomes By the end of this course, students will be able to Apply methods and tools from the physical sciences to explore a question, theme or topic. Evaluate evidence, data, and opinions through analysis and scrutiny of methodologies, experimental results, personal, disciplinary, and societal biases, and stakeholder priorities. Recognize and integrate different ways of knowing, including approaches rooted in the gospel of Jesus Christ, as they analyze a question, theme, or topic. Communicate conclusions in oral, visual, or written format using relevant vocabulary and judicious interpretation of evidence.",Explain how principles from the restored gospel of Jesus Christ enhance understanding and appreciation of physical science phenomena.,Articulate personal reflections on how studying physical sciences deepens one's testimony of divine creation and spiritual truths.,"Formulate and explore meaningful questions about physical science topics from a perspective of faith, demonstrating thoughtful integration of spiritual and academic inquiry.",,,,"Demonstrate integrity and ethical responsibility by accurately representing data, acknowledging uncertainties, and transparently reporting experimental results.",Show respect and compassion towards diverse perspectives and viewpoints during collaborative discussions and group activities related to physical science topics.,"Exhibit personal responsibility and self-discipline by consistently meeting deadlines, managing time effectively, and proactively engaging in course assignments and projects.","Demonstrate the ability to independently identify and explore emerging physical science topics, reflecting ongoing curiosity and commitment to lifelong learning.",Design a practical service-oriented project applying physical science concepts to address a community or societal need.,"Reflect on and articulate ways in which physical science knowledge can be leveraged to contribute meaningfully to family, community, church, or societal well-being."
https://catalog.byu.edu/courses/10436-001,COMMS 411,Media Effects,Communications,College of Fine Arts and Communications,Intellectually Enlarging,"Critical and Independent Thinking Students will demonstrate critical and independent thinking related to the role of communicaiton and society.
---
Media and Social Systems Students will have a deeper, theoretical understanding of the impact of media on social systems.",Articulate ways gospel principles can inform ethical decision-making in media production and consumption.,"Evaluate media messages through the lens of restored gospel teachings, identifying spiritual implications and influences.",Reflect on personal media habits and develop a spiritually-informed action plan to align media engagement with gospel standards.,,,,"Demonstrate ethical discernment by critically evaluating media content for integrity, honesty, and responsible communication practices.",Articulate and apply principles of compassion and respect in analyzing media portrayals of diverse individuals and communities.,"Develop and present a personal code of ethical media consumption and production, reflecting self-discipline, modesty, and moral responsibility.",Develop a personalized plan for ongoing engagement with current media research to maintain informed and responsible media consumption beyond formal education.,Demonstrate the ability to evaluate media content critically and apply these insights to actively engage in community initiatives that promote media literacy and ethical communication practices.,"Create a media-based service project proposal aimed at addressing a specific societal issue, reflecting a commitment to use communication knowledge and skills to serve and uplift communities."
https://catalog.byu.edu/courses/12021-000,IHUM 370,Contemporary Issues in the Humanities,Comparative Arts and Letters,College of Humanities,Intellectually Enlarging,"Research and Argumentation Improve library research and persuasive argumentation skills through focused writing exercises
---
Analytical Skills Improve the ability to discern meaning and importance in cultural artifacts through close reading analysis
---
Contemporary Critical Theory and Interpretation Develop a deeper understanding of various contemporary theories of interpretation in the humanities.","Articulate connections between contemporary humanities issues and principles of the restored gospel, demonstrating thoughtful integration through written reflections or class discussions.",Formulate spiritually informed questions that explore ethical and moral implications of contemporary theories and interpretations in the humanities.,Create a project or presentation that demonstrates personal spiritual insights and strengthened testimony gained through the critical study of cultural artifacts and contemporary humanities discourse.,,,,"Demonstrate ethical reasoning by critically evaluating contemporary humanities issues through the lens of integrity, honesty, and moral responsibility.","Engage respectfully and compassionately in class discussions, articulating differing viewpoints while upholding principles of reverence and service toward peers.","Identify and reflect upon personal responsibilities as moral agents in society, integrating knowledge from contemporary humanities studies into ethical decision-making and conduct.",Demonstrate an articulated plan for independently engaging with contemporary humanities resources beyond formal coursework to foster ongoing intellectual growth.,Identify and propose practical applications of contemporary humanities insights to serve and positively impact local community organizations or societal groups.,"Reflect critically on how engagement with contemporary humanities issues can inform personal commitments to family, church, and broader societal responsibilities."
https://catalog.byu.edu/courses/06676-001,MUSIC 298,Sight Singing 4,Music,College of Fine Arts and Communications,Intellectually Enlarging,"Sight singing Students will demonstrate the ability to sight-read modal, modulating, and post-tonal melodies.
---
Rhythm reading Students will demonstrate the ability to accurately perform complex rhythms in asymmetrical and changing meters.
---
Improvisation Students will demonstrate the ability to improvise idiomatic melodic and rhythmic patterns in response to a given call.",Students will articulate connections between principles of sight singing and scriptural teachings on spiritual harmony and unity.,Students will reflect in writing or discussion on how cultivating disciplined musical practice parallels spiritual growth and personal discipleship.,"Students will select and perform a hymn or sacred melody, demonstrating thoughtful integration of sight singing skills with personal testimony and spiritual expression.",,,,Demonstrate personal responsibility and self-discipline by consistently preparing assigned sight-singing exercises independently and punctually.,"Exhibit compassion and respect by providing constructive, supportive feedback to peers during collaborative sight-singing and improvisation activities.","Practice integrity and ethical behavior by accurately self-assessing performance strengths and weaknesses, honestly reporting progress, and seeking opportunities for continual improvement.",Students will create and share personalized sight-singing practice resources or exercises designed to support ongoing musical growth in their local communities or ensembles.,"Students will identify and articulate strategies for continued independent musicianship development beyond formal education, including self-assessment and goal-setting practices.","Students will organize and conduct a community service project utilizing their sight-singing and rhythmic skills, such as leading music workshops or facilitating music literacy sessions in schools, churches, or community groups."
https://catalog.byu.edu/courses/12090-001,EL ED 213,Instructional Design and Assessment for all Learners,Teacher Education,David O. McKay School of Education,Intellectually Enlarging,"Understand and apply the science of assessment in support of Teacher candidates will be able to describe, define and apply the principles and science of assessment to determine instructional needs, design and deliver effective instruction and communicate assessment results to appropriate audiences in a multi-tiered system of support.
---
Multi-tiered system of instructional support Teacher candidates will be able to define, design and employ evidenced-based instructional practices within a multi-tiered system of support.
---
Define and apply curriculum standards Teacher candidates will be able to describe their role and responsibility regarding curriculum standards and ensure that curriculum addresses the needs of diverse students.
---
Use assessment data to define and address student needs Teacher candidates will be able to synthesize and employ assessment evidence to inform instructional decision-making, interpret data to evaluate instruction, and apply a problem-solving process to address students' cognitive, social-emotional and linguistic learning needs within a multi-tiered system of support.
---
Instructional Design and Assessment for All Learners Teacher candidates will be able to describe, define and apply the principles and science of assessment to determine instructional needs, design and deliver effective instruction and communicate assessment results to appropriate audiences in a multi-tiered system of support. Teacher candidates will be able to describe their role and responsibility regarding curriculum standards and ensure that curriculum addresses the needs of diverse students. Teacher candidates will be able to synthesize and employ assessment evidence to inform instructional decision-making, interpret data to evaluate instruction, and apply a problem-solving process to address students' cognitive, social-emotional and linguistic learning needs within a multi-tiered system of support. Teacher candidates will be able to define, design and employ evidenced-based instructional practices within a multi-tiered system of support.","Teacher candidates will integrate gospel principles with instructional design practices, demonstrating how spiritual insights can enhance teaching effectiveness and student growth.",Teacher candidates will articulate how their personal testimonies and spiritual commitments inform their approaches to assessing and addressing diverse student needs.,Teacher candidates will develop and demonstrate instructional strategies that encourage students to frame academic inquiries in faithful and spiritually meaningful ways.,,,,"Demonstrate ethical responsibility and integrity by consistently applying fair, honest, and transparent assessment practices in instructional design and student evaluation.","Develop and implement instructional strategies that cultivate compassion, respect, and inclusive attitudes toward diverse learners within classroom environments.",Articulate and exemplify personal accountability and self-discipline through reflective practices that integrate moral virtues and ethical considerations into professional decision-making and instructional planning.,Develop and implement a personal professional learning plan that identifies ongoing educational goals and strategies for continuous self-improvement beyond formal teacher preparation.,Design and execute an instructional service project that utilizes assessment and instructional design principles to address a specific educational need within the local community or school system.,Reflect critically on educational practices and experiences to articulate a personal philosophy of teaching that emphasizes lifelong learning and a commitment to serving diverse learners and communities.
https://catalog.byu.edu/courses/12739-000,TMA 428,Acting Practicum,Theatre and Media Arts,College of Fine Arts and Communications,Character Building,"Work Ethic Students will apply professional work habits of dependability, promptness, cooperation, preparation, and the ability to make independent choices.
---
Performance Project Students will accomplish a significant performance or performance-related project, approved by the BFA Acting Committee. This work is intended to be customized to the student's opportunity provided it will fulfill the expected rigor of TMA 428.
---
Compassion and Empathy in Art and Life Students will develop a gospel-centered sense of empathy and compassion that will serve as a foundation for the actor on stage and screen, as well as a foundation for living a more Christian life.","Students will articulate connections between their artistic practice and scriptural principles, demonstrating thoughtful integration of gospel teachings into their acting process.",Students will engage in reflective journaling or discussions to explore how their experiences in performance deepen their personal testimonies and spiritual understanding.,"Students will analyze and interpret dramatic texts through a gospel-informed lens, demonstrating the ability to frame artistic questions and choices in faithful and spiritually insightful ways.","Critically analyze and interpret dramatic texts and scripts, demonstrating an ability to synthesize literary and theoretical perspectives into informed acting choices.","Conduct research into historical, cultural, and theoretical contexts relevant to performance projects, integrating findings effectively into rehearsal processes and performance execution.",Articulate and defend artistic choices clearly and persuasively through well-structured oral presentations and reflective written analyses.,,,,"Students will create a personalized plan for continued artistic growth and acting skill development beyond graduation, outlining specific strategies and resources for lifelong learning.","Students will design and execute a community-oriented acting or performance workshop, applying their theatrical knowledge and skills to serve and uplift local organizations or underserved populations.","Students will critically reflect on and articulate how their acting experiences and education can be leveraged for meaningful service in family, community, church, and broader societal contexts."
https://catalog.byu.edu/courses/06856-003,ANTHR 247,Applied Anthropology,Anthropology,"College of Family, Home, and Social Sciences",Intellectually Enlarging,"Learning Objectives This course has the objectives to introduce students to career options outside academia and to help them explore graduate programs that will prepare them for those careers. This course will also introduce them to theoretical and ethical issues in applied and practicing anthropology and to some of the current social problems that are dominating the field. Students will learn the basic training in the skills and methodologies, (including report writing), that they will use as an applied anthropologist.","Articulate connections between anthropological methodologies and gospel principles, demonstrating how applied anthropology can support Christlike service and compassion.","Reflect critically and faithfully on ethical dilemmas in applied anthropology, proposing solutions informed by gospel teachings and spiritual insights.",Develop and share a personal testimony addressing how anthropological practice can strengthen one's religious commitment and understanding of diverse communities as children of God.,,,,Demonstrate ethical decision-making by analyzing and proposing solutions to real-world social problems using anthropological principles and Christlike virtues.,"Exhibit compassion and respect through collaborative projects that engage diverse communities, highlighting cultural sensitivity and appreciation for human dignity.","Reflect critically on personal responsibility and integrity in applied anthropological practice, articulating how moral considerations influence professional conduct and community interactions.","Demonstrate the ability to independently identify, analyze, and propose anthropological solutions to real-world community issues beyond the classroom setting.",Develop a personalized lifelong learning plan outlining strategies for ongoing professional development and community engagement in applied anthropology.,Design and propose a practical service-oriented anthropological project aimed at addressing specific needs within local or global communities.
https://catalog.byu.edu/courses/07885-002,MUSIC 380H,Techniques for Music Educators: Orchestral Strings,Music,College of Fine Arts and Communications,Intellectually Enlarging,"Performing on a Stringed Instrument Demonstrate the ability to play with expression simple tunes, with proper playing position, tone quality, intonation, and rhythmic accuracy on all four orchestral instruments.
---
String Skills and Techniques Demonstrate ability to identify skills and techniques common to all string instruments.
---
Effective Sequencing and Instruction Demonstrate ability to effectively sequence and instruct these fundamental skills.
---
Diagnosing Technical and Aural Problems Demonstrate ability to diagnose technical problems and propose remedial strategies. This includes developing and improving the necessary aural skills needed for effective string teaching.
---
The Role of String Instruction Demonstrate an enthusiasm for and understanding of the role of orchestra/string instruction in the K-12 school music curriculum as a means of realizing a comprehensive music education.
---
Professionalism Develop the professional skills, traits, and behaviors expected of a professional music educator.
---
Pedagogues and Movements in String Education Students will know selected string pedagogues, and demonstrate ability to identify important movements in string education.
---
Spiritually Strengthining Discover ways to appropriately teach by the Spirit in a secular educational setting (D&C 50:13-22).",Articulate ways in which orchestral string music can foster spiritual sensitivity and enhance personal testimony of gospel principles.,Demonstrate the ability to integrate scriptural insights or gospel-centered themes into lesson planning and musical repertoire selection for orchestral string instruction.,"Reflect on and share personal experiences connecting orchestral string performance and teaching with spiritual growth, gospel understanding, and commitment to Christlike service.",,,,"Demonstrate ethical leadership by consistently modeling integrity, fairness, and honesty in peer-teaching scenarios and collaborative rehearsals.","Exhibit compassion and respect by thoughtfully addressing diverse student learning needs and offering supportive, constructive feedback during instructional activities.","Develop personal responsibility and discipline by setting achievable practice goals, maintaining consistent self-assessment, and reflecting on personal growth in both musical and pedagogical skills.",Develop and implement a personal plan for ongoing skill enhancement and professional growth in orchestral string education beyond formal coursework.,Design a community-focused music outreach project using orchestral string instruction to serve and enrich local schools or community organizations.,Demonstrate reflective practices by regularly evaluating one's teaching methods and student outcomes to continually improve instructional effectiveness and student service.
https://catalog.byu.edu/courses/03640-003,MATH 342,Theory of Analysis 2,Mathematics,"College of Computational, Mathematical, & Physical Sciences",Intellectually Enlarging,"Rigorous treatment of calculus of several real variables. Math 342 is the multivariable sequel to Math 341. It provides a rigorous treatment of multivariable calculus. Unlike the case with Math 341, Math 342 students are not required to have had an introductory course in the subject matter, so Math 342 needs to treat both computation and theory in some depth. For more detailed information visit the Math 342 Wiki page.","Articulate connections between the rigorous logical structure of multivariable calculus and principles of spiritual truth, demonstrating the harmony between mathematical reasoning and gospel insights.",Reflect thoughtfully in writing on how the study of mathematical analysis deepens personal faith and enhances understanding of divine order and precision in creation.,"Develop and present faithful approaches to addressing complex mathematical questions, illustrating how intellectual inquiry and spiritual discernment complement each other.",,,,"Demonstrate integrity and honesty by accurately acknowledging sources, clearly distinguishing personal contributions from external ideas or collaborative inputs in mathematical proofs and assignments.","Exhibit self-discipline and personal responsibility through consistent preparation, timely submission of rigorous coursework, and proactive engagement in addressing challenging mathematical concepts.","Cultivate compassion and respect by actively participating in peer collaboration, constructively providing and receiving feedback, and supporting classmates in their understanding of complex analytical topics.","Demonstrate the ability to independently explore advanced topics in mathematical analysis beyond course requirements, illustrating a commitment to continued self-directed learning.","Effectively communicate complex mathematical concepts from multivariable analysis to non-specialist audiences, facilitating the use of mathematical reasoning in solving community or societal problems.","Identify and propose practical applications of multivariable calculus principles to address real-world challenges, emphasizing an ethic of service and contribution to society."
